registration_id,user_id,event_id,registration_date,completed,rating_given,referral_source,device,days_before_event
REG09069,USR0986,EVT064,2024-04-04,1,3.2,Social Media,Desktop,36
REG09070,USR0986,EVT058,2024-05-02,1,4.0,Social Media,Mobile,28
REG09071,USR0986,EVT053,2023-04-30,1,4.9,Push Notification,Mobile,21
REG09072,USR0986,EVT051,2024-03-11,1,4.5,Social Media,Mobile,33
REG09073,USR0986,EVT043,2023-06-29,1,3.9,Social Media,Mobile,39
REG09074,USR0986,EVT023,2024-05-28,1,3.4,Email,Tablet,53
REG09075,USR0986,EVT015,2023-05-13,1,4.3,Email,Tablet,46
REG09076,USR0987,EVT070,2023-10-08,1,3.4,Recommandation,Tablet,17
REG09077,USR0987,EVT028,2024-05-17,1,3.4,Push Notification,Desktop,56
REG09078,USR0987,EVT062,2024-08-17,1,4.7,Social Media,Mobile,11
REG09079,USR0987,EVT002,2023-11-19,1,3.0,Push Notification,Mobile,31
REG09080,USR0987,EVT021,2024-09-04,1,4.6,Recommandation,Desktop,37
REG09081,USR0987,EVT027,2024-08-07,0,,Social Media,Mobile,22
REG09082,USR0987,EVT061,2024-09-19,1,4.5,Recommandation,Mobile,11
REG09083,USR0987,EVT010,2024-03-17,1,3.5,Push Notification,Desktop,4
REG09084,USR0987,EVT069,2024-07-18,1,4.3,Direct,Tablet,3
REG09085,USR0987,EVT009,2023-01-13,1,4.5,Email,Desktop,7
REG09086,USR0987,EVT066,2023-12-22,1,3.8,Recommandation,Mobile,19
REG09087,USR0987,EVT001,2024-01-26,1,4.0,Social Media,Tablet,24
REG09088,USR0987,EVT029,2024-08-12,1,4.3,Social Media,Desktop,8
REG09089,USR0987,EVT022,2024-01-02,1,3.4,Social Media,Desktop,59
REG09090,USR0987,EVT038,2024-01-28,0,,Email,Tablet,38
REG09091,USR0987,EVT035,2024-09-30,1,4.9,Recommandation,Tablet,18
REG09092,USR0988,EVT016,2024-03-28,1,5.0,Email,Mobile,26
REG09093,USR0988,EVT023,2023-10-30,0,,Social Media,Tablet,32
REG09094,USR0988,EVT003,2023-09-12,1,4.4,Social Media,Tablet,52
REG09095,USR0989,EVT011,2023-04-19,1,4.2,Direct,Tablet,18
REG09096,USR0989,EVT062,2024-06-17,1,3.5,Push Notification,Tablet,9
REG09097,USR0989,EVT008,2024-07-31,0,,Direct,Tablet,59
REG09098,USR0989,EVT019,2024-11-07,1,4.0,Recommandation,Desktop,43
REG09099,USR0989,EVT065,2023-07-08,0,,Social Media,Tablet,49
REG09100,USR0989,EVT016,2023-12-14,1,4.8,Social Media,Desktop,52
REG09101,USR0989,EVT018,2024-05-11,1,4.2,Direct,Tablet,56
REG09102,USR0989,EVT021,2024-11-01,1,3.1,Email,Tablet,52
REG09103,USR0989,EVT070,2023-03-27,1,4.4,Email,Mobile,24
REG09104,USR0989,EVT027,2023-07-13,1,4.6,Recommandation,Tablet,10
REG09105,USR0989,EVT023,2023-04-28,1,3.9,Push Notification,Desktop,1
REG09106,USR0989,EVT004,2023-12-13,1,3.2,Recommandation,Tablet,47
REG09107,USR0990,EVT042,2024-03-20,1,4.6,Email,Tablet,42
REG09108,USR0990,EVT070,2023-10-06,1,4.1,Email,Desktop,8
REG09109,USR0990,EVT061,2023-03-07,1,3.3,Email,Mobile,55
REG09110,USR0990,EVT043,2024-12-14,1,4.0,Recommandation,Tablet,17
REG09111,USR0990,EVT022,2024-09-03,1,3.2,Push Notification,Tablet,46
REG09112,USR0990,EVT050,2024-01-31,1,4.2,Email,Desktop,14
REG09113,USR0990,EVT020,2023-08-27,1,3.8,Recommandation,Tablet,8
REG09114,USR0990,EVT001,2023-10-13,1,3.4,Direct,Desktop,2
REG09115,USR0990,EVT056,2023-01-01,1,4.1,Email,Mobile,53
REG09116,USR0990,EVT010,2023-04-21,1,3.8,Social Media,Mobile,12
REG09117,USR0991,EVT012,2023-08-29,1,3.7,Recommandation,Tablet,53
REG09118,USR0991,EVT027,2023-11-18,1,4.0,Social Media,Mobile,42
REG09119,USR0991,EVT017,2024-08-16,1,4.3,Recommandation,Desktop,5
REG09120,USR0991,EVT025,2024-04-05,1,3.7,Push Notification,Desktop,38
REG09121,USR0991,EVT066,2024-07-25,0,,Email,Tablet,58
REG09122,USR0991,EVT018,2023-08-07,1,4.2,Recommandation,Tablet,39
REG09123,USR0991,EVT052,2023-07-29,1,5.0,Social Media,Desktop,4
REG09124,USR0992,EVT012,2024-09-14,0,,Email,Mobile,27
REG09125,USR0992,EVT018,2024-08-23,1,4.2,Email,Tablet,35
REG09126,USR0992,EVT021,2024-12-19,1,4.9,Push Notification,Mobile,26
REG09127,USR0992,EVT020,2024-04-26,1,4.5,Direct,Desktop,19
REG09128,USR0992,EVT017,2023-01-18,1,4.7,Push Notification,Tablet,4
REG09129,USR0992,EVT008,2024-04-02,1,3.7,Social Media,Tablet,2
REG09130,USR0992,EVT024,2024-11-02,0,,Recommandation,Mobile,34
REG09131,USR0992,EVT010,2023-04-29,1,3.9,Email,Tablet,7
REG09132,USR0992,EVT065,2024-03-28,1,3.7,Email,Desktop,39
REG09133,USR0992,EVT009,2023-06-16,0,,Email,Tablet,25
REG09134,USR0993,EVT026,2024-05-25,1,3.5,Recommandation,Tablet,35
REG09135,USR0993,EVT025,2023-07-20,1,3.2,Recommandation,Tablet,28
REG09136,USR0993,EVT045,2024-01-30,1,3.7,Social Media,Mobile,17
REG09137,USR0993,EVT054,2024-04-18,0,,Email,Mobile,50
REG09138,USR0993,EVT064,2024-02-25,1,4.0,Email,Mobile,31
REG09139,USR0993,EVT016,2024-10-04,0,,Social Media,Desktop,46
REG09140,USR0993,EVT027,2024-10-04,1,3.4,Email,Tablet,30
REG09141,USR0994,EVT047,2023-08-12,1,4.3,Social Media,Mobile,30
REG09142,USR0994,EVT023,2024-03-09,1,4.9,Push Notification,Desktop,22
REG09143,USR0995,EVT041,2023-04-27,1,4.5,Social Media,Tablet,8
REG09144,USR0995,EVT035,2023-06-19,1,3.9,Email,Desktop,55
REG09145,USR0995,EVT059,2023-04-08,1,3.9,Social Media,Desktop,20
REG09146,USR0995,EVT045,2023-05-10,1,3.9,Email,Mobile,17
REG09147,USR0995,EVT064,2024-11-05,0,,Recommandation,Tablet,29
REG09148,USR0995,EVT068,2024-02-26,1,3.2,Recommandation,Desktop,20
REG09149,USR0995,EVT055,2023-12-25,1,4.6,Direct,Tablet,43
REG09150,USR0995,EVT037,2023-12-28,1,3.8,Recommandation,Tablet,55
REG09151,USR0995,EVT061,2024-09-22,1,4.7,Recommandation,Mobile,45
REG09152,USR0995,EVT060,2024-08-24,0,,Recommandation,Desktop,60
REG09153,USR0995,EVT026,2024-10-22,1,4.7,Direct,Mobile,42
REG09154,USR0995,EVT005,2024-01-19,1,3.2,Recommandation,Mobile,36
REG09155,USR0996,EVT009,2024-04-12,0,,Push Notification,Tablet,57
REG09156,USR0996,EVT002,2024-11-20,1,4.8,Direct,Tablet,26
REG09157,USR0996,EVT068,2024-05-12,1,3.3,Recommandation,Tablet,20
REG09158,USR0996,EVT004,2023-07-06,1,4.7,Email,Desktop,31
REG09159,USR0996,EVT001,2024-08-26,1,3.0,Recommandation,Tablet,5
REG09160,USR0996,EVT016,2023-04-15,0,,Recommandation,Desktop,49
REG09161,USR0996,EVT028,2023-03-01,1,3.9,Push Notification,Desktop,15
REG09162,USR0996,EVT069,2023-12-02,1,4.6,Direct,Tablet,33
REG09163,USR0996,EVT029,2023-02-19,0,,Social Media,Mobile,10
REG09164,USR0996,EVT062,2024-04-15,1,4.6,Direct,Mobile,14
REG09165,USR0996,EVT030,2024-09-13,1,3.7,Direct,Mobile,6
REG09166,USR0996,EVT070,2024-04-17,0,,Direct,Mobile,55
REG09167,USR0996,EVT066,2024-03-02,1,4.0,Push Notification,Mobile,51
REG09168,USR0996,EVT026,2024-03-21,1,3.7,Recommandation,Mobile,53
REG09169,USR0996,EVT025,2024-04-08,0,,Email,Mobile,43
REG09170,USR0996,EVT057,2024-07-18,1,3.4,Push Notification,Tablet,41
REG09171,USR0996,EVT052,2023-02-28,1,3.6,Push Notification,Mobile,18
REG09172,USR0997,EVT017,2024-02-13,1,3.6,Direct,Mobile,35
REG09173,USR0997,EVT010,2024-01-17,1,3.2,Email,Desktop,26
REG09174,USR0997,EVT063,2023-10-30,1,3.4,Direct,Mobile,54
REG09175,USR0997,EVT064,2024-07-22,0,,Recommandation,Mobile,44
REG09176,USR0997,EVT018,2023-04-20,1,3.5,Push Notification,Mobile,25
REG09177,USR0997,EVT027,2023-10-22,1,3.2,Push Notification,Tablet,56
REG09178,USR0997,EVT023,2024-08-24,1,3.7,Social Media,Desktop,49
REG09179,USR0997,EVT019,2023-03-06,1,3.4,Social Media,Mobile,46
REG09180,USR0997,EVT005,2023-02-18,1,3.3,Email,Desktop,49
REG09181,USR0997,EVT011,2024-07-19,1,4.0,Direct,Mobile,7
REG09182,USR0997,EVT067,2024-06-08,1,5.0,Recommandation,Desktop,32
REG09183,USR0997,EVT022,2023-09-27,0,,Email,Mobile,52
REG09184,USR0997,EVT026,2024-01-12,1,3.2,Social Media,Mobile,57
REG09185,USR0997,EVT008,2024-12-10,1,3.0,Email,Desktop,37
REG09186,USR0997,EVT021,2024-12-31,1,4.8,Recommandation,Tablet,46
REG09187,USR0997,EVT038,2023-12-17,1,4.8,Direct,Tablet,25
REG09188,USR0997,EVT032,2024-08-18,1,3.8,Recommandation,Mobile,27
REG09189,USR0998,EVT065,2023-04-15,1,4.5,Email,Mobile,20
REG09190,USR0998,EVT062,2024-01-11,1,4.0,Recommandation,Mobile,41
REG09191,USR0998,EVT035,2024-03-31,1,3.7,Social Media,Tablet,12
REG09192,USR0998,EVT054,2023-08-02,0,,Email,Mobile,12
REG09193,USR0998,EVT048,2023-10-27,0,,Push Notification,Mobile,29
REG09194,USR0998,EVT055,2023-04-04,1,3.8,Push Notification,Mobile,43
REG09195,USR0998,EVT056,2023-07-17,1,4.7,Recommandation,Mobile,52
REG09196,USR0998,EVT060,2024-09-05,1,3.9,Push Notification,Mobile,5
REG09197,USR0998,EVT032,2023-03-12,1,4.9,Social Media,Mobile,29
REG09198,USR0999,EVT001,2024-09-22,0,,Social Media,Mobile,47
REG09199,USR0999,EVT012,2023-02-26,1,3.9,Recommandation,Mobile,4
REG09200,USR0999,EVT047,2024-10-11,0,,Email,Tablet,50
REG09201,USR0999,EVT056,2023-04-06,1,4.5,Push Notification,Mobile,3
REG09202,USR0999,EVT016,2023-03-21,1,4.7,Email,Tablet,50
REG09203,USR0999,EVT036,2023-09-26,1,3.1,Recommandation,Mobile,42
REG09204,USR0999,EVT023,2023-02-17,1,3.7,Direct,Desktop,35
REG09205,USR0999,EVT002,2024-02-15,1,3.2,Push Notification,Tablet,54
REG09206,USR0999,EVT020,2024-09-03,1,3.9,Push Notification,Mobile,30
REG09207,USR0999,EVT060,2024-12-23,1,3.5,Social Media,Mobile,48
REG09208,USR0999,EVT069,2024-09-06,1,3.7,Push Notification,Mobile,20
REG09209,USR0999,EVT055,2023-10-02,1,4.1,Email,Desktop,50
REG09210,USR0999,EVT006,2024-02-24,1,4.5,Direct,Desktop,30
REG09211,USR0999,EVT061,2024-04-29,1,3.6,Push Notification,Tablet,23
REG09212,USR1000,EVT061,2024-07-21,1,3.5,Push Notification,Mobile,11
REG09213,USR1000,EVT050,2024-11-02,1,3.7,Push Notification,Desktop,30
REG09214,USR1000,EVT045,2023-09-25,1,4.4,Email,Mobile,26
REG09215,USR1000,EVT064,2023-02-04,1,3.5,Direct,Tablet,44
REG09216,USR1000,EVT042,2023-05-04,1,3.3,Push Notification,Tablet,46
REG09217,USR1000,EVT062,2023-09-30,1,4.3,Recommandation,Desktop,30
REG09218,USR1000,EVT060,2024-11-14,1,4.1,Social Media,Desktop,51
REG09219,USR1000,EVT032,2024-11-11,1,4.2,Recommandation,Desktop,22
REG09220,USR1000,EVT049,2023-03-24,1,3.4,Recommandation,Desktop,9
REG09221,USR1000,EVT046,2024-09-27,1,3.2,Push Notification,Desktop,46
REG09222,USR1000,EVT065,2023-02-26,1,3.4,Social Media,Mobile,18
REG09223,USR1001,EVT068,2023-05-13,1,4.6,Direct,Mobile,50
REG09224,USR1001,EVT008,2023-05-16,1,4.2,Recommandation,Desktop,24
REG09225,USR1001,EVT064,2024-10-14,0,,Recommandation,Tablet,37
REG09226,USR1001,EVT022,2023-04-25,0,,Direct,Mobile,54
REG09227,USR1001,EVT029,2023-01-11,0,,Direct,Desktop,41
REG09228,USR1001,EVT058,2024-11-14,1,4.9,Direct,Tablet,2
REG09229,USR1001,EVT041,2023-09-04,0,,Social Media,Tablet,14
REG09230,USR1002,EVT004,2024-07-26,1,3.1,Direct,Desktop,14
REG09231,USR1002,EVT006,2024-07-30,1,4.2,Social Media,Mobile,36
REG09232,USR1002,EVT050,2023-06-11,1,4.4,Email,Tablet,54
REG09233,USR1002,EVT036,2023-08-04,0,,Recommandation,Mobile,29
REG09234,USR1002,EVT065,2023-08-30,1,3.6,Recommandation,Desktop,1
REG09235,USR1002,EVT007,2024-01-07,1,4.0,Recommandation,Mobile,44
REG09236,USR1003,EVT061,2024-02-29,1,4.9,Recommandation,Desktop,50
REG09237,USR1003,EVT051,2024-10-11,1,3.1,Direct,Mobile,44
REG09238,USR1003,EVT044,2024-04-18,0,,Push Notification,Desktop,15
REG09239,USR1003,EVT028,2024-06-01,0,,Recommandation,Desktop,56
REG09240,USR1004,EVT053,2023-12-26,1,4.7,Recommandation,Tablet,39
REG09241,USR1004,EVT051,2024-04-08,1,4.3,Email,Desktop,17
REG09242,USR1004,EVT059,2024-01-30,1,3.5,Recommandation,Desktop,21
REG09243,USR1004,EVT057,2023-10-18,1,3.0,Push Notification,Tablet,10
REG09244,USR1004,EVT065,2023-05-24,1,4.2,Social Media,Tablet,33
REG09245,USR1004,EVT047,2023-11-01,1,3.4,Push Notification,Mobile,23
REG09246,USR1004,EVT033,2024-09-13,1,4.1,Social Media,Tablet,46
REG09247,USR1004,EVT007,2023-08-28,1,4.1,Push Notification,Tablet,60
REG09248,USR1005,EVT031,2024-12-30,1,4.4,Recommandation,Mobile,52
REG09249,USR1005,EVT067,2024-05-26,1,4.8,Social Media,Desktop,3
REG09250,USR1005,EVT043,2024-11-27,1,4.1,Social Media,Mobile,36
REG09251,USR1005,EVT042,2023-06-18,1,3.8,Recommandation,Mobile,44
REG09252,USR1006,EVT045,2023-01-08,1,5.0,Direct,Desktop,15
REG09253,USR1006,EVT063,2023-12-02,1,3.6,Direct,Mobile,24
REG09254,USR1007,EVT059,2023-12-25,1,4.5,Push Notification,Mobile,14
REG09255,USR1007,EVT062,2024-01-08,1,3.4,Email,Mobile,22
REG09256,USR1007,EVT044,2023-08-16,1,5.0,Direct,Tablet,17
REG09257,USR1007,EVT066,2024-02-03,1,3.4,Email,Desktop,31
REG09258,USR1007,EVT070,2024-10-11,1,3.9,Recommandation,Mobile,14
REG09259,USR1007,EVT047,2024-10-06,1,4.0,Push Notification,Mobile,5
REG09260,USR1007,EVT034,2024-09-26,1,4.8,Recommandation,Tablet,32
REG09261,USR1007,EVT058,2023-07-04,1,4.7,Recommandation,Desktop,15
REG09262,USR1007,EVT031,2023-06-16,1,4.6,Social Media,Desktop,57
REG09263,USR1007,EVT056,2023-12-27,1,3.3,Social Media,Desktop,52
REG09264,USR1007,EVT052,2024-01-12,1,4.9,Push Notification,Tablet,26
REG09265,USR1007,EVT054,2023-02-25,1,3.3,Social Media,Tablet,19
REG09266,USR1007,EVT026,2024-08-15,1,4.9,Social Media,Mobile,51
REG09267,USR1007,EVT007,2024-06-28,1,4.1,Direct,Desktop,33
REG09268,USR1008,EVT004,2023-01-15,1,3.8,Recommandation,Tablet,12
REG09269,USR1008,EVT026,2024-06-26,1,4.9,Push Notification,Mobile,21
REG09270,USR1008,EVT068,2023-06-28,1,4.5,Direct,Mobile,17
REG09271,USR1008,EVT020,2023-04-08,1,4.6,Push Notification,Tablet,29
REG09272,USR1008,EVT006,2023-01-19,1,3.3,Recommandation,Tablet,9
REG09273,USR1008,EVT027,2023-01-30,1,5.0,Recommandation,Mobile,12
REG09274,USR1008,EVT009,2024-10-27,1,4.6,Email,Desktop,37
REG09275,USR1008,EVT064,2024-09-20,0,,Social Media,Desktop,31
REG09276,USR1008,EVT062,2024-07-28,1,3.2,Recommandation,Tablet,24
REG09277,USR1008,EVT029,2024-08-22,1,3.7,Social Media,Mobile,48
REG09278,USR1008,EVT003,2024-01-03,0,,Push Notification,Desktop,36
REG09279,USR1008,EVT058,2024-04-02,1,4.3,Recommandation,Mobile,50
REG09280,USR1008,EVT055,2023-11-11,1,3.2,Email,Tablet,33
REG09281,USR1009,EVT066,2024-04-19,1,4.2,Recommandation,Mobile,21
REG09282,USR1009,EVT018,2024-12-15,0,,Social Media,Tablet,54
REG09283,USR1009,EVT012,2023-06-14,1,3.2,Push Notification,Desktop,41
REG09284,USR1009,EVT029,2024-08-19,1,3.1,Social Media,Tablet,19
REG09285,USR1009,EVT061,2024-11-21,1,4.4,Direct,Tablet,16
REG09286,USR1009,EVT020,2023-08-24,1,4.2,Social Media,Desktop,31
REG09287,USR1009,EVT030,2024-10-18,1,3.6,Recommandation,Tablet,52
REG09288,USR1009,EVT013,2024-08-13,1,4.9,Social Media,Desktop,9
REG09289,USR1009,EVT025,2024-04-23,0,,Direct,Desktop,53
REG09290,USR1009,EVT015,2024-04-12,1,3.9,Push Notification,Desktop,18
REG09291,USR1009,EVT068,2024-02-22,1,4.5,Direct,Tablet,22
REG09292,USR1009,EVT064,2024-03-05,1,3.9,Direct,Desktop,16
REG09293,USR1009,EVT024,2024-02-11,1,5.0,Email,Mobile,26
REG09294,USR1009,EVT008,2024-06-14,1,4.6,Push Notification,Desktop,5
REG09295,USR1009,EVT009,2024-05-21,1,4.0,Recommandation,Desktop,36
REG09296,USR1009,EVT050,2023-06-17,1,4.3,Recommandation,Tablet,48
REG09297,USR1009,EVT033,2023-07-28,1,3.2,Email,Mobile,2
REG09298,USR1010,EVT033,2024-07-24,1,4.4,Recommandation,Tablet,43
REG09299,USR1010,EVT029,2023-03-11,1,3.1,Email,Tablet,9
REG09300,USR1010,EVT012,2023-02-16,0,,Direct,Desktop,30
REG09301,USR1010,EVT011,2023-09-22,1,3.2,Recommandation,Tablet,31
REG09302,USR1011,EVT070,2023-04-09,0,,Recommandation,Mobile,13
REG09303,USR1011,EVT054,2024-05-27,1,4.5,Push Notification,Desktop,21
REG09304,USR1011,EVT039,2024-12-11,1,3.5,Direct,Tablet,1
REG09305,USR1011,EVT029,2024-06-05,0,,Direct,Mobile,38
REG09306,USR1011,EVT062,2023-07-04,1,4.3,Recommandation,Desktop,18
REG09307,USR1011,EVT003,2023-07-17,1,3.6,Recommandation,Desktop,12
REG09308,USR1011,EVT025,2024-11-24,1,3.9,Push Notification,Desktop,40
REG09309,USR1011,EVT002,2023-04-21,1,4.6,Recommandation,Desktop,26
REG09310,USR1011,EVT063,2024-03-22,1,3.3,Email,Desktop,50
REG09311,USR1011,EVT050,2024-12-16,1,3.9,Push Notification,Mobile,45
REG09312,USR1011,EVT017,2023-04-29,1,4.0,Direct,Mobile,33
REG09313,USR1012,EVT069,2023-09-04,1,4.9,Recommandation,Desktop,15
REG09314,USR1012,EVT061,2024-08-19,1,3.7,Email,Tablet,12
REG09315,USR1012,EVT046,2024-08-06,0,,Email,Tablet,13
REG09316,USR1012,EVT059,2024-06-09,1,3.6,Social Media,Tablet,3
REG09317,USR1012,EVT044,2023-05-22,1,3.6,Push Notification,Desktop,34
REG09318,USR1012,EVT068,2023-07-24,1,3.3,Direct,Tablet,59
REG09319,USR1012,EVT047,2023-10-10,1,3.6,Recommandation,Desktop,39
REG09320,USR1012,EVT063,2023-02-26,1,3.9,Email,Desktop,16
REG09321,USR1012,EVT002,2024-05-17,1,3.3,Email,Desktop,2
REG09322,USR1012,EVT001,2024-07-06,1,4.7,Push Notification,Tablet,34
REG09323,USR1013,EVT054,2024-11-30,1,4.4,Push Notification,Tablet,31
REG09324,USR1013,EVT044,2024-07-03,1,4.3,Social Media,Mobile,41
REG09325,USR1013,EVT049,2023-10-02,1,4.3,Push Notification,Mobile,40
REG09326,USR1013,EVT064,2023-05-31,1,4.9,Email,Mobile,33
REG09327,USR1014,EVT043,2024-02-13,1,3.4,Recommandation,Tablet,53
REG09328,USR1014,EVT057,2023-08-11,1,4.8,Push Notification,Mobile,11
REG09329,USR1014,EVT033,2024-05-21,1,3.6,Push Notification,Desktop,5
REG09330,USR1014,EVT064,2024-02-06,0,,Social Media,Mobile,36
REG09331,USR1014,EVT067,2024-06-21,0,,Email,Desktop,49
REG09332,USR1014,EVT059,2024-07-10,1,4.2,Social Media,Tablet,11
REG09333,USR1014,EVT065,2024-11-17,1,4.4,Push Notification,Mobile,12
REG09334,USR1014,EVT038,2024-05-29,0,,Recommandation,Desktop,49
REG09335,USR1014,EVT053,2024-02-09,1,4.2,Direct,Mobile,3
REG09336,USR1014,EVT037,2024-06-04,1,4.5,Direct,Mobile,10
REG09337,USR1015,EVT005,2024-10-20,1,4.9,Recommandation,Tablet,44
REG09338,USR1015,EVT004,2023-07-02,1,3.5,Recommandation,Desktop,17
REG09339,USR1015,EVT028,2024-04-02,1,4.0,Email,Desktop,34
REG09340,USR1016,EVT048,2024-10-14,1,4.0,Recommandation,Desktop,11
REG09341,USR1016,EVT033,2023-06-29,1,4.2,Direct,Mobile,3
REG09342,USR1016,EVT038,2023-08-12,1,4.0,Recommandation,Tablet,4
REG09343,USR1016,EVT070,2024-06-21,1,5.0,Recommandation,Mobile,10
REG09344,USR1016,EVT045,2023-02-21,1,4.8,Email,Desktop,43
REG09345,USR1016,EVT061,2023-01-05,0,,Social Media,Mobile,1
REG09346,USR1016,EVT039,2024-10-16,0,,Direct,Mobile,28
REG09347,USR1016,EVT034,2024-11-11,1,4.5,Social Media,Desktop,38
REG09348,USR1016,EVT046,2024-06-15,1,4.0,Email,Tablet,47
REG09349,USR1016,EVT056,2023-11-21,1,3.5,Push Notification,Desktop,15
REG09350,USR1016,EVT042,2024-05-28,1,4.5,Social Media,Mobile,12
REG09351,USR1016,EVT016,2023-09-10,1,4.9,Social Media,Desktop,51
REG09352,USR1016,EVT011,2024-11-22,1,3.9,Recommandation,Tablet,54
REG09353,USR1017,EVT056,2023-04-18,0,,Push Notification,Desktop,48
REG09354,USR1017,EVT062,2024-06-21,1,4.5,Email,Desktop,39
REG09355,USR1017,EVT066,2024-10-09,1,3.6,Email,Tablet,52
REG09356,USR1017,EVT060,2024-09-20,1,3.3,Push Notification,Desktop,21
REG09357,USR1017,EVT044,2024-03-12,1,3.9,Push Notification,Desktop,10
REG09358,USR1017,EVT035,2023-02-25,1,4.7,Email,Mobile,8
REG09359,USR1017,EVT048,2024-04-01,1,3.7,Direct,Desktop,30
REG09360,USR1017,EVT064,2023-10-29,1,3.7,Email,Desktop,30
REG09361,USR1017,EVT041,2023-11-07,0,,Recommandation,Tablet,39
REG09362,USR1017,EVT019,2024-09-12,1,4.1,Email,Tablet,32
REG09363,USR1018,EVT067,2024-02-13,1,4.0,Social Media,Mobile,16
REG09364,USR1018,EVT068,2023-01-19,0,,Recommandation,Tablet,55
REG09365,USR1018,EVT064,2023-05-19,1,4.4,Email,Mobile,36
REG09366,USR1018,EVT005,2023-08-08,1,3.2,Social Media,Desktop,52
REG09367,USR1018,EVT015,2023-05-04,1,4.4,Email,Mobile,40
REG09368,USR1019,EVT045,2023-02-26,1,3.5,Email,Mobile,49
REG09369,USR1019,EVT054,2024-01-14,1,3.2,Push Notification,Desktop,48
REG09370,USR1019,EVT056,2023-08-14,1,4.9,Social Media,Desktop,51
REG09371,USR1019,EVT061,2024-12-12,1,4.5,Social Media,Tablet,41
REG09372,USR1019,EVT037,2024-07-12,1,4.2,Direct,Tablet,24
REG09373,USR1019,EVT034,2024-08-01,0,,Social Media,Desktop,15
REG09374,USR1019,EVT070,2023-05-22,1,4.3,Push Notification,Desktop,34
REG09375,USR1019,EVT040,2023-02-09,1,3.3,Social Media,Mobile,57
REG09376,USR1019,EVT048,2024-12-18,1,4.7,Direct,Mobile,56
REG09377,USR1019,EVT031,2024-08-14,1,3.1,Push Notification,Mobile,18
REG09378,USR1019,EVT051,2024-03-15,0,,Social Media,Desktop,59
REG09379,USR1019,EVT060,2023-07-21,0,,Push Notification,Tablet,5
REG09380,USR1020,EVT027,2024-08-15,1,4.1,Recommandation,Tablet,26
REG09381,USR1020,EVT003,2024-05-06,1,4.3,Social Media,Tablet,48
REG09382,USR1020,EVT063,2024-02-21,0,,Recommandation,Desktop,53
REG09383,USR1020,EVT002,2023-10-08,1,3.2,Recommandation,Mobile,3
REG09384,USR1020,EVT012,2023-04-19,1,4.3,Direct,Mobile,21
REG09385,USR1020,EVT008,2023-12-09,0,,Push Notification,Mobile,48
REG09386,USR1020,EVT016,2023-04-15,0,,Email,Tablet,32
REG09387,USR1020,EVT020,2023-05-19,1,3.6,Push Notification,Mobile,9
REG09388,USR1020,EVT015,2023-06-15,1,4.0,Push Notification,Desktop,45
REG09389,USR1020,EVT024,2024-01-17,1,4.4,Push Notification,Desktop,50
REG09390,USR1020,EVT029,2024-11-13,1,3.1,Email,Tablet,18
REG09391,USR1020,EVT011,2023-08-15,1,4.5,Direct,Mobile,35
REG09392,USR1020,EVT021,2023-06-12,1,3.9,Recommandation,Tablet,29
REG09393,USR1020,EVT062,2023-05-16,1,3.9,Social Media,Tablet,45
REG09394,USR1020,EVT019,2023-10-09,1,3.7,Recommandation,Desktop,59
REG09395,USR1020,EVT059,2023-12-06,1,3.9,Email,Tablet,25
REG09396,USR1021,EVT055,2023-08-26,1,4.3,Direct,Tablet,39
REG09397,USR1021,EVT041,2024-05-31,1,3.9,Recommandation,Desktop,51
REG09398,USR1021,EVT070,2023-06-12,1,4.1,Direct,Desktop,49
REG09399,USR1021,EVT065,2023-07-17,1,3.0,Push Notification,Tablet,1
REG09400,USR1021,EVT042,2024-07-10,0,,Email,Mobile,2
REG09401,USR1021,EVT014,2023-02-02,1,4.4,Social Media,Mobile,57
REG09402,USR1021,EVT007,2023-04-30,0,,Social Media,Mobile,47
REG09403,USR1021,EVT004,2024-02-23,1,4.3,Email,Tablet,35
REG09404,USR1021,EVT025,2024-05-11,1,3.1,Push Notification,Mobile,21
REG09405,USR1021,EVT032,2023-02-27,1,3.2,Push Notification,Mobile,40
REG09406,USR1021,EVT031,2024-11-21,1,3.9,Recommandation,Tablet,19
REG09407,USR1021,EVT016,2024-01-14,1,4.4,Recommandation,Desktop,59
REG09408,USR1021,EVT028,2024-05-08,0,,Direct,Tablet,59
REG09409,USR1021,EVT053,2024-05-21,1,4.7,Recommandation,Desktop,52
REG09410,USR1022,EVT031,2024-12-03,1,4.6,Direct,Desktop,2
REG09411,USR1022,EVT039,2024-02-22,0,,Social Media,Desktop,29
REG09412,USR1022,EVT062,2024-08-05,1,4.5,Push Notification,Mobile,44
REG09413,USR1022,EVT034,2024-01-20,1,3.9,Social Media,Tablet,56
REG09414,USR1022,EVT047,2023-06-19,1,3.8,Social Media,Mobile,21
REG09415,USR1022,EVT033,2024-09-11,0,,Push Notification,Mobile,35
REG09416,USR1022,EVT037,2024-05-19,1,4.5,Social Media,Mobile,39
REG09417,USR1022,EVT052,2023-03-13,1,5.0,Push Notification,Mobile,11
REG09418,USR1022,EVT066,2024-02-20,1,4.6,Social Media,Mobile,24
REG09419,USR1022,EVT029,2024-03-20,1,3.1,Direct,Mobile,11
REG09420,USR1022,EVT015,2024-12-27,1,4.7,Email,Tablet,13
REG09421,USR1023,EVT008,2024-03-05,1,4.9,Social Media,Desktop,19
REG09422,USR1023,EVT062,2023-08-24,1,3.4,Social Media,Mobile,57
